0.660790558	0.468015131	0.012943078	0.073353532	0.021191854	0.020430937
0.774059683	0.399871516	0.011054034	0.919390488	0.026854962	0.05655587
0.855307105	0.254482825	0.44056826	0.858703551	0.060357045	0.060850053
0.040096637	0.518099519	0.553343872	0.228794707	0.047720689	0.033888213
0.617586454	0.47018025	0.0790305	0.17286004	0.053148985	0.020175474
0.443584165	0.803241095	0.026602816	0.846627346	0.04745212	0.031653167
0.568952641	0.893531526	0.1789349	0.449898508	0.086828373	0.05084785
0.830654117	0.193061293	0.744901312	0.930417616	0.033588065	0.118515775
0.196367789	0.461546155	0.747844633	0.787719834	0.046785351	0.138779221
0.041967896	0.445704843	0.927754196	0.57656778	0.041123998	0.120330672
